EmployeeID,Age,Gender,Country,Department,JobLevel,YearsAtCompany,MonthlyIncome,NumProjects,LastEvaluationScore,SatisfactionLevel,AvgWorkHoursPerWeek,PromotedLast5Years,HasMentor,RemoteWork,TrainingHours,Certifications,LeavesTaken,FeedbackScore,Attrition
13018,59.0,Female,Germany,Marketing,Mid,3,105407.0,1,0.94,2,40,1,1,0,90,0,20,4.3,0
13019,49.0,Other,USA,Sales,Lead,3,108409.0,9,,4,37,1,0,1,36,2,8,2.4,0
13020,31.0,Female,UK,HR,Junior,7,140955.0,1,0.88,4,36,0,1,1,17,4,3,3.5,1
13021,43.0,Female,Canada,Support,Mid,5,39925.0,1,0.47,2,39,0,0,1,2,4,15,1.4,0
13022,38.0,Male,UK,HR,Junior,18,54673.0,7,0.94,1,57,0,1,0,60,2,16,2.1,1
13023,43.0,Other,Canada,Support,Lead,17,73085.0,8,0.64,5,52,1,1,0,1,1,25,4.6,0
13024,40.0,Female,USA,HR,Junior,1,63682.0,5,0.72,5,41,1,0,1,35,1,15,2.1,0
13025,38.0,Male,Canada,HR,Junior,12,69913.0,6,0.48,3,36,0,0,0,73,0,29,2.5,0
13026,45.0,Male,Germany,Support,Senior,3,122477.0,6,0.73,4,37,1,1,0,43,3,1,3.0,1
13027,57.0,Other,UK,Sales,Senior,6,,8,0.92,3,39,1,0,0,2,1,15,2.9,0
13028,53.0,Other,UK,HR,Senior,19,95729.0,4,0.73,3,47,0,0,1,36,3,15,4.9,0
13029,57.0,Other,UK,Development,Junior,4,103814.0,9,,5,39,0,1,0,18,1,23,4.1,0
13030,49.0,Other,USA,HR,Mid,13,73575.0,2,0.63,2,52,1,0,0,62,1,11,1.3,1
13031,35.0,Female,UK,Marketing,Mid,2,31874.0,9,0.55,4,35,0,1,1,22,0,13,2.6,0
13032,,Female,India,Development,Lead,7,82052.0,9,0.88,4,59,0,1,1,52,4,29,4.8,0
13033,27.0,Other,Germany,Marketing,Senior,2,141188.0,4,0.63,1,54,1,0,0,45,3,26,1.9,0
13034,30.0,Other,Germany,Support,Senior,2,125430.0,3,0.65,1,48,0,1,1,6,3,28,1.4,1
13035,42.0,Female,Canada,Support,Junior,12,144033.0,5,0.76,1,59,1,1,0,74,2,24,2.6,1
13036,33.0,Other,USA,Support,Lead,14,45160.0,8,0.89,2,44,0,0,1,5,3,18,1.6,1
13037,51.0,Male,Canada,Marketing,Junior,19,114999.0,4,,4,49,1,0,1,41,0,24,3.6,0
13038,52.0,Female,Canada,Support,Mid,10,128805.0,5,0.62,1,39,1,0,1,3,3,5,4.2,1
13039,25.0,Male,Germany,Development,Senior,5,108524.0,7,0.84,4,36,0,0,1,81,0,20,2.1,0
13040,52.0,Male,India,Support,Junior,8,137172.0,9,0.94,1,43,1,0,1,87,2,7,2.5,0
13041,48.0,Male,USA,HR,Lead,12,55863.0,1,0.99,2,43,0,0,0,19,0,1,2.4,1
13042,46.0,Male,USA,Marketing,Junior,12,137137.0,8,0.75,3,50,1,1,0,0,4,10,3.4,0
13043,26.0,Other,USA,Marketing,Junior,4,41070.0,4,0.68,4,40,1,0,0,50,3,23,4.8,0
13044,27.0,Other,India,Marketing,Senior,11,49237.0,9,0.5,5,49,0,0,0,60,0,22,1.6,0
13045,26.0,Other,USA,Marketing,Junior,7,102452.0,4,0.99,3,48,0,0,0,17,4,22,2.1,0
13046,48.0,Other,UK,Sales,Mid,18,41254.0,9,0.52,2,35,0,0,0,40,3,21,4.8,0
13047,29.0,Female,India,Support,Senior,15,106172.0,9,0.43,2,36,0,1,0,92,4,18,4.2,1
13048,30.0,Other,Canada,HR,Mid,6,149823.0,2,0.85,2,55,0,0,0,53,2,25,1.8,0
13049,36.0,Female,UK,HR,Senior,8,143339.0,7,0.87,2,46,0,0,0,85,4,20,2.1,0
13050,57.0,Male,Canada,Marketing,Junior,2,87213.0,1,0.97,4,39,0,0,1,95,2,11,1.3,0
13051,28.0,Female,USA,HR,Junior,8,70709.0,7,0.97,5,56,1,1,0,30,1,25,3.5,0
13052,53.0,Other,India,Support,Mid,9,33092.0,9,0.87,1,46,1,1,0,80,1,9,4.3,1
13053,29.0,Male,UK,Development,Junior,6,136411.0,5,0.7,1,55,1,0,1,58,4,3,1.5,0
13054,36.0,Male,India,HR,Senior,0,78141.0,3,0.62,1,42,1,1,0,22,4,23,2.3,0
13055,58.0,Other,India,Sales,Lead,16,136211.0,1,0.41,1,50,1,0,1,83,0,5,2.9,0
13056,40.0,Male,India,Marketing,Junior,5,97102.0,9,0.65,1,48,0,0,0,81,0,23,4.0,0
13057,27.0,Male,Canada,Development,Junior,1,77327.0,1,0.81,4,46,0,0,1,24,0,3,2.2,1
13058,40.0,Male,India,Development,Senior,6,110434.0,2,0.89,4,50,0,0,1,99,1,14,4.4,0
13059,49.0,Female,USA,Marketing,Lead,4,57655.0,4,0.66,1,58,0,1,0,44,0,24,2.6,0
13060,38.0,Male,UK,Marketing,Lead,10,137290.0,5,0.94,5,43,1,1,1,29,2,12,2.1,0
13061,40.0,Male,Germany,HR,Junior,12,,8,0.47,1,41,1,1,0,18,2,4,1.5,0
13062,52.0,Female,India,Marketing,Senior,15,130731.0,5,,2,54,0,1,0,83,0,26,4.8,1
13063,32.0,Other,UK,Sales,Lead,12,123071.0,9,0.44,3,45,1,0,1,50,3,13,2.4,1
13064,36.0,Female,Canada,Support,Senior,16,113210.0,4,0.84,5,36,1,0,0,32,4,8,3.3,0
13065,31.0,Female,Canada,Development,Junior,7,118770.0,8,0.47,5,46,1,1,0,78,1,18,5.0,0
13066,44.0,Other,India,Marketing,Junior,2,82123.0,2,0.83,5,50,0,1,0,47,4,25,2.9,0
13067,24.0,Other,India,HR,Lead,16,75568.0,2,0.88,4,38,0,1,1,89,2,21,2.4,1
13068,24.0,Female,USA,Marketing,Junior,11,77350.0,4,1.0,4,53,1,1,0,70,1,15,2.2,0
13069,39.0,Male,Germany,Sales,Mid,19,100891.0,8,0.96,5,59,0,1,1,38,4,19,3.7,0
13070,46.0,Other,India,Marketing,Lead,13,133029.0,7,0.8,1,48,1,1,0,62,0,25,3.3,0
13071,41.0,Male,India,Sales,Lead,0,138543.0,2,0.43,4,58,0,1,1,23,0,3,2.7,0
13072,50.0,Other,USA,Marketing,Lead,4,147806.0,9,0.45,4,44,1,1,0,46,1,16,4.2,0
13073,43.0,Male,Canada,Support,Senior,9,42117.0,8,0.74,5,42,0,1,0,67,4,23,2.3,0
13074,36.0,Female,Germany,HR,Senior,19,77658.0,9,0.74,4,41,0,0,0,57,1,6,1.1,0
13075,31.0,Female,Canada,Sales,Lead,19,117896.0,5,0.55,5,47,1,0,0,56,4,14,1.0,0
13076,42.0,Female,India,Marketing,Mid,15,122188.0,7,0.47,4,39,1,1,0,85,2,11,3.2,0
13077,50.0,Female,Germany,Development,Mid,14,114667.0,3,0.46,4,52,1,1,1,60,3,8,2.2,1
13078,53.0,Other,India,Sales,Mid,17,129682.0,1,0.63,2,35,1,1,0,16,4,4,4.2,1
13079,31.0,Female,USA,Support,Lead,6,97832.0,4,0.76,5,42,1,1,0,99,4,23,3.9,0
13080,34.0,Male,USA,Support,Junior,7,53668.0,7,0.42,1,50,0,1,1,10,1,0,2.5,0
13081,44.0,Female,Canada,Development,Senior,6,81476.0,3,0.73,2,57,0,1,1,69,3,27,2.3,0
13082,44.0,Female,UK,Marketing,Senior,0,101925.0,7,0.72,3,37,1,0,1,37,0,9,2.7,0
13083,52.0,Female,Canada,Marketing,Junior,13,122425.0,1,0.94,3,53,1,1,0,45,2,10,1.8,1
13084,25.0,Female,Germany,Marketing,Mid,19,66178.0,6,0.42,3,41,1,1,1,4,4,12,1.2,0
13085,24.0,Other,USA,Marketing,Mid,10,135122.0,4,0.67,3,39,1,0,1,5,2,17,3.5,0
13086,42.0,Other,Canada,Marketing,Mid,0,98405.0,5,0.69,5,56,0,1,0,77,3,21,4.0,1
13087,23.0,Other,USA,Development,Mid,16,98511.0,4,0.88,5,54,0,1,0,86,1,7,1.1,0
13088,25.0,Male,UK,Support,Mid,14,55876.0,9,0.47,2,57,1,0,0,12,4,3,1.5,0
13089,22.0,Male,Canada,Development,Lead,17,84854.0,8,0.43,3,40,0,1,1,99,4,17,3.5,1
13090,36.0,Female,USA,HR,Junior,12,126508.0,9,0.94,5,39,1,0,1,54,0,20,1.7,0
13091,54.0,Male,India,HR,Mid,17,142707.0,3,0.83,5,47,1,1,1,41,4,12,3.2,0
13092,27.0,Male,UK,Sales,Junior,0,68720.0,6,0.46,4,37,0,0,0,34,0,2,4.3,0
13093,28.0,Male,India,Marketing,Lead,1,78896.0,2,0.63,1,55,0,1,0,8,0,11,4.4,0
13094,40.0,Male,Germany,Support,Senior,0,56180.0,2,0.46,1,43,0,1,1,68,4,18,4.2,0
13095,22.0,Other,UK,Sales,Junior,11,98757.0,5,0.81,2,37,1,1,1,35,3,0,4.4,1
13096,40.0,Other,USA,HR,Junior,5,137537.0,1,0.97,4,57,0,1,0,10,1,16,3.2,0
13097,47.0,Male,India,Sales,Junior,1,60711.0,6,0.97,3,42,0,0,0,66,0,15,4.1,0
13098,33.0,Male,Germany,HR,Lead,0,106718.0,9,0.49,3,58,1,0,1,27,0,18,3.3,1
13099,43.0,Other,India,HR,Mid,11,135013.0,6,0.67,5,48,1,1,1,39,4,7,2.3,0
13100,34.0,Female,UK,Development,Mid,15,83665.0,5,0.49,4,43,1,0,0,76,0,11,4.3,0
13101,49.0,Other,India,Sales,Mid,18,,9,0.88,2,48,0,0,1,56,2,24,3.7,0
13102,35.0,Male,India,HR,Senior,1,147913.0,9,0.58,4,57,1,0,0,14,2,20,1.7,1
13103,43.0,Male,Canada,Support,Junior,12,39073.0,1,0.8,1,47,0,1,1,41,2,10,1.7,0
13104,51.0,Male,USA,HR,Senior,6,48946.0,7,0.76,3,56,0,1,0,82,0,9,1.7,0
13105,41.0,Other,India,Development,Senior,14,71261.0,4,0.87,4,55,0,0,0,49,2,11,2.9,0
13106,48.0,Male,Canada,Sales,Junior,19,55638.0,6,0.46,4,47,1,1,0,19,4,16,3.3,1
13107,59.0,Other,USA,HR,Mid,18,31209.0,3,0.85,1,54,1,1,1,74,2,23,1.3,0
13108,55.0,Female,UK,Marketing,Junior,13,140715.0,7,0.73,4,58,1,1,1,54,4,2,3.6,1
13109,58.0,Male,UK,Marketing,Junior,17,43148.0,4,1.0,1,59,1,1,0,65,4,21,4.8,0
13110,22.0,Male,Canada,HR,Mid,4,93445.0,9,0.74,3,47,0,0,1,93,2,0,2.6,0
13111,36.0,Female,Canada,Sales,Senior,3,96488.0,4,0.65,1,36,0,0,0,24,3,4,4.3,0
13112,53.0,Other,UK,Development,Mid,13,47954.0,9,0.84,3,51,0,0,0,82,1,11,2.5,0
13113,29.0,Male,Germany,Support,Mid,8,103993.0,9,0.66,4,54,0,1,0,19,0,1,3.4,0
13114,54.0,Male,USA,Sales,Mid,3,118468.0,4,0.69,5,55,1,1,0,4,4,14,4.3,0
13115,39.0,Male,USA,Development,Lead,5,79216.0,1,0.97,1,57,0,0,0,49,3,0,4.4,0
13116,50.0,Male,Canada,HR,Junior,2,,1,0.78,2,47,1,1,0,6,4,28,3.8,0
13117,53.0,Female,USA,Support,Mid,10,90863.0,1,0.51,5,45,1,0,0,67,0,16,3.9,0
13118,54.0,Other,Germany,Sales,Senior,0,136141.0,6,0.57,2,42,1,0,0,86,2,17,3.0,0
13119,26.0,Female,USA,HR,Junior,7,61417.0,6,0.52,4,51,0,0,1,95,2,1,2.0,0
13120,39.0,Other,Canada,Support,Mid,6,130996.0,5,0.95,4,57,0,0,0,85,3,3,1.5,0
13121,31.0,Female,India,HR,Lead,5,46821.0,8,0.65,1,54,0,0,1,68,3,18,3.4,1
13122,57.0,Female,India,Marketing,Junior,10,83003.0,5,0.86,3,37,0,1,1,4,4,7,2.9,0
13123,54.0,Other,Canada,Marketing,Lead,8,98649.0,2,0.91,1,57,1,1,0,70,0,20,3.0,0
13124,44.0,Male,India,Development,Junior,6,37234.0,5,0.71,3,51,1,0,0,86,1,2,1.5,0
13125,26.0,Male,USA,Support,Junior,17,64087.0,2,0.72,2,38,1,0,1,94,3,21,4.3,1
13126,55.0,Female,Canada,Marketing,Junior,6,120770.0,6,0.67,1,52,0,1,1,64,3,24,4.6,1
13127,45.0,Female,Canada,HR,Lead,10,82081.0,7,0.55,1,38,1,1,0,7,1,15,1.0,0
13128,38.0,Female,Canada,Development,Mid,9,80500.0,3,0.55,2,48,0,0,1,17,1,24,4.4,0
13129,52.0,Male,India,Marketing,Lead,4,38405.0,6,0.91,4,40,0,0,0,47,0,18,1.6,0
13130,28.0,Other,UK,Development,Junior,1,74562.0,5,0.65,3,58,1,1,1,93,3,1,4.9,0
13131,38.0,Male,India,Support,Senior,1,,8,0.81,1,54,0,1,0,65,4,22,4.9,0
13132,49.0,Female,Canada,Marketing,Lead,6,131675.0,7,0.92,4,36,1,1,0,91,1,15,2.7,0
13133,59.0,Male,USA,Marketing,Mid,6,38516.0,4,0.48,2,42,0,1,1,37,1,3,4.1,0
13134,43.0,Male,UK,Sales,Mid,16,53017.0,7,0.95,4,56,0,1,0,30,2,12,1.3,0
13135,36.0,Male,Canada,Sales,Senior,6,105595.0,6,0.9,2,47,0,0,0,42,3,5,2.2,0
13136,58.0,Other,India,Support,Lead,17,112493.0,9,0.63,3,47,0,0,1,23,2,21,1.1,0
13137,36.0,Female,Germany,Support,Senior,5,67210.0,5,0.78,4,55,1,1,0,63,4,20,2.3,0
13138,46.0,Male,Canada,Sales,Mid,7,125036.0,6,0.66,1,58,1,1,0,94,4,14,3.9,0
13139,42.0,Male,USA,Marketing,Junior,5,30736.0,9,,3,51,0,1,1,49,2,11,2.8,0
13140,59.0,Female,Germany,Development,Lead,7,144278.0,1,0.9,5,57,0,1,0,58,1,19,1.4,0
13141,23.0,Male,Germany,Support,Lead,12,117944.0,1,0.67,5,48,0,1,1,60,4,2,2.1,1
13142,48.0,Male,India,Sales,Junior,8,89282.0,5,0.54,1,46,1,1,0,81,1,10,1.7,0
13143,53.0,Male,India,Development,Senior,1,132969.0,2,0.77,3,46,0,0,0,46,1,21,2.3,0
13144,42.0,Male,UK,Sales,Mid,16,75267.0,1,0.93,2,38,0,1,1,19,2,16,2.3,0
13145,25.0,Female,Canada,HR,Senior,17,112952.0,8,0.78,3,38,0,1,0,69,1,1,2.8,1
13146,40.0,Male,UK,Marketing,Senior,11,87757.0,8,1.0,1,38,1,1,1,94,1,24,2.1,0
13147,23.0,Other,UK,Development,Mid,18,,6,0.75,3,35,1,0,0,71,4,9,2.9,0
13148,47.0,Male,Germany,Sales,Junior,18,81118.0,9,0.86,1,52,0,0,0,77,0,23,2.2,0
13149,55.0,Other,India,Development,Senior,2,72339.0,5,0.58,4,37,0,0,0,26,2,29,3.7,0
13150,35.0,Female,Germany,HR,Mid,4,84591.0,5,0.42,5,41,0,0,1,80,0,1,4.5,0
13151,,Male,Canada,HR,Junior,18,66927.0,5,0.45,1,44,1,0,0,45,1,12,4.4,0
13152,41.0,Other,UK,Marketing,Mid,13,42473.0,7,0.57,1,51,0,1,0,12,2,5,4.4,0
13153,55.0,Other,UK,Sales,Senior,15,64520.0,7,0.98,1,49,1,1,1,9,1,12,4.1,0
13154,57.0,Male,Canada,Sales,Lead,3,41035.0,5,0.9,4,41,0,1,1,27,4,1,3.6,1
13155,40.0,Male,UK,Sales,Mid,3,33069.0,6,0.46,3,54,1,1,0,25,2,12,3.6,1
13156,30.0,Female,India,Support,Mid,6,52736.0,3,,4,53,1,0,0,4,0,0,4.7,1
13157,28.0,Female,India,Marketing,Junior,0,141566.0,3,0.95,3,44,0,0,0,11,1,15,3.4,1
13158,51.0,Male,UK,HR,Mid,18,37927.0,1,0.48,2,37,0,0,1,30,0,22,2.3,0
13159,34.0,Female,Canada,Marketing,Junior,6,133817.0,2,0.83,4,36,0,0,0,41,2,28,1.5,0
13160,48.0,Female,Germany,Support,Lead,11,101991.0,1,0.86,5,55,1,1,0,20,2,18,3.6,0
13161,56.0,Female,UK,Sales,Junior,19,131611.0,6,0.66,3,54,1,0,1,54,2,3,2.3,0
13162,34.0,Female,USA,HR,Mid,14,91068.0,6,0.7,5,51,1,0,0,66,2,3,2.4,0
13163,36.0,Male,India,Sales,Mid,6,147774.0,4,0.5,4,38,0,1,0,50,3,7,1.7,0
13164,30.0,Male,USA,Support,Mid,3,32716.0,8,0.83,2,46,1,1,1,13,4,0,4.0,0
13165,44.0,Other,USA,Support,Lead,14,120606.0,3,0.51,1,56,0,1,1,28,4,26,1.6,1
13166,57.0,Female,USA,Sales,Junior,0,,1,0.64,3,43,1,1,0,76,3,15,1.9,0
13167,24.0,Male,UK,Sales,Lead,2,46778.0,2,0.68,5,36,1,1,1,74,4,22,4.9,1
13168,55.0,Other,UK,Development,Senior,5,,3,0.86,1,58,0,1,1,80,1,28,3.8,1
13169,40.0,Female,USA,HR,Senior,8,93272.0,7,0.91,2,55,1,1,1,69,2,7,1.7,0
13170,49.0,Other,UK,HR,Senior,13,140621.0,5,0.84,4,52,1,0,1,45,2,0,2.8,0
13171,44.0,Female,USA,Marketing,Junior,10,73263.0,3,0.48,3,56,0,1,0,68,1,20,3.2,1
13172,28.0,Male,USA,Marketing,Junior,4,51070.0,9,0.6,4,41,0,0,0,78,1,8,2.6,0
13173,33.0,Other,Germany,Support,Senior,13,117769.0,9,0.86,4,59,1,1,0,27,1,6,4.2,0
13174,35.0,Male,Germany,HR,Mid,6,132500.0,8,0.46,3,47,1,1,1,59,4,29,1.8,1
13175,36.0,Female,Germany,Support,Junior,2,98288.0,4,0.65,1,42,0,0,0,57,2,23,2.5,0
13176,24.0,Female,Canada,Sales,Senior,14,,3,0.89,4,50,0,1,1,20,4,18,1.6,0
13177,36.0,Female,India,HR,Junior,18,39776.0,9,0.61,2,35,0,0,1,41,1,14,5.0,0
13178,45.0,Other,UK,Support,Mid,2,147796.0,9,0.45,3,35,0,1,0,89,2,1,4.6,0
13179,29.0,Other,Germany,Development,Mid,17,40242.0,1,0.57,1,53,0,1,0,82,4,13,1.7,0
13180,26.0,Other,India,Development,Junior,12,135552.0,5,0.91,5,45,0,0,0,77,3,23,4.1,0
13181,25.0,Male,India,HR,Lead,12,137123.0,8,0.45,1,45,0,0,0,49,0,24,4.5,0
13182,35.0,Other,UK,HR,Lead,2,36191.0,6,0.69,1,36,1,0,0,7,2,12,3.1,0
13183,37.0,Female,Canada,Marketing,Senior,14,111554.0,1,0.44,3,57,1,1,0,37,3,21,4.9,0
13184,,Male,USA,HR,Lead,2,57673.0,5,0.62,5,56,1,0,1,23,1,4,1.8,0
13185,45.0,Female,Germany,Marketing,Junior,3,,7,0.78,3,36,1,0,1,99,2,7,3.1,0
13186,27.0,Female,Canada,Development,Lead,8,115269.0,2,0.99,2,52,1,1,1,67,1,28,4.5,1
13187,52.0,Other,UK,Development,Junior,12,48596.0,5,0.83,5,57,0,0,1,15,2,1,3.8,0
13188,27.0,Other,Canada,Development,Mid,19,123270.0,5,0.99,1,59,1,0,0,10,2,20,2.8,0
13189,56.0,Other,India,Sales,Mid,1,136842.0,8,0.67,1,53,0,1,1,70,4,21,1.1,0
13190,36.0,Female,Canada,HR,Senior,19,112423.0,4,0.78,5,38,0,0,0,16,0,25,1.3,0
13191,50.0,Male,Germany,Development,Lead,14,107331.0,1,0.73,1,58,1,1,0,58,4,23,4.2,0
13192,24.0,Other,Canada,Marketing,Mid,11,31187.0,4,0.58,5,52,0,0,1,44,3,2,4.2,0
13193,32.0,Other,Canada,Marketing,Senior,1,56112.0,7,0.8,3,42,1,1,0,10,1,8,1.3,0
13194,24.0,Male,India,Support,Senior,6,129291.0,8,0.95,4,51,1,0,0,99,3,5,1.8,0
13195,49.0,Female,Canada,Support,Lead,15,120739.0,7,0.84,4,52,0,1,1,40,1,26,4.4,0
13196,31.0,Female,India,Sales,Lead,15,123257.0,8,0.72,4,45,1,0,1,82,4,11,3.9,1
13197,54.0,Male,Germany,Marketing,Junior,18,42247.0,6,0.94,1,51,1,0,0,28,1,10,1.6,0
13198,37.0,Other,Germany,Support,Mid,3,90025.0,3,0.93,5,44,1,0,1,41,2,14,4.1,1
13199,31.0,Male,USA,HR,Lead,6,111587.0,5,0.86,5,54,1,0,1,32,3,25,3.1,1
13200,54.0,Other,USA,HR,Junior,14,77176.0,6,0.8,4,52,0,0,1,53,3,18,3.5,0
13201,57.0,Male,India,HR,Junior,6,102662.0,1,0.93,4,38,0,0,1,28,4,29,3.8,0
13202,24.0,Female,USA,HR,Junior,2,66115.0,4,0.65,1,45,0,0,0,88,1,0,3.9,0
13203,26.0,Female,USA,Support,Lead,2,92604.0,3,0.44,1,54,1,0,0,93,3,8,3.0,0
13204,33.0,Female,UK,Sales,Mid,14,33034.0,5,0.53,5,35,1,1,1,58,2,11,2.3,1
13205,34.0,Female,USA,Support,Lead,9,140588.0,9,0.9,3,35,0,0,1,69,4,28,1.1,0
13206,,Male,Canada,HR,Senior,16,60985.0,6,0.59,5,51,0,0,1,32,0,27,1.2,0
13207,53.0,Male,Germany,Development,Senior,18,93990.0,7,0.89,5,41,1,0,1,0,2,2,2.1,1
13208,,Other,USA,HR,Junior,12,112789.0,8,0.71,4,51,1,0,1,23,1,8,1.4,0
13209,53.0,Male,India,Sales,Mid,7,54998.0,4,0.68,2,56,1,1,0,2,4,11,2.4,0
13210,58.0,Other,UK,Marketing,Lead,19,42273.0,7,0.44,3,49,1,0,0,54,2,8,2.6,0
13211,57.0,Male,UK,Marketing,Lead,3,87940.0,2,0.69,2,55,1,0,0,42,4,16,2.1,0
13212,42.0,Male,Germany,HR,Mid,2,127262.0,8,0.49,3,55,0,1,0,31,2,1,4.6,0
13213,33.0,Male,Germany,Sales,Lead,9,147017.0,8,0.92,1,56,0,1,0,13,0,17,4.5,0
13214,42.0,Male,India,Support,Mid,12,135453.0,1,0.58,1,53,0,0,1,95,0,15,2.0,0
13215,42.0,Female,India,Sales,Senior,4,55032.0,6,0.57,1,40,0,0,1,74,4,1,4.7,1
13216,27.0,Male,India,HR,Lead,16,74914.0,7,0.63,5,52,1,1,0,94,3,14,1.4,1
13217,30.0,Other,UK,Support,Mid,12,57678.0,5,0.49,1,54,0,1,1,45,3,9,2.9,0
13218,22.0,Female,UK,Marketing,Lead,5,49805.0,2,0.52,5,37,1,0,0,9,1,15,4.5,0
13219,33.0,Male,India,HR,Junior,12,44068.0,5,0.78,5,50,1,0,1,61,4,19,4.6,0
13220,35.0,Male,USA,Marketing,Senior,11,123375.0,6,,5,39,0,0,0,20,0,2,2.1,0
13221,27.0,Other,USA,HR,Senior,14,137437.0,5,0.92,2,53,0,1,0,96,3,17,3.5,0
13222,22.0,Female,India,Support,Junior,11,92275.0,3,0.58,2,41,0,1,1,88,4,8,4.7,0
13223,43.0,Female,India,Sales,Mid,2,128815.0,5,0.89,4,52,1,0,1,5,0,16,2.6,0
13224,55.0,Female,UK,Marketing,Senior,11,83522.0,6,0.66,5,51,1,0,1,71,1,21,3.8,0
13225,32.0,Female,USA,Support,Junior,8,147228.0,6,0.9,4,54,1,0,1,60,2,10,1.6,1
13226,24.0,Other,Germany,Marketing,Junior,6,127331.0,1,0.87,2,44,1,0,1,33,1,20,1.4,0
13227,27.0,Male,Germany,Development,Mid,2,43202.0,2,0.99,5,53,1,1,0,45,1,7,2.7,0
13228,,Male,Canada,Support,Senior,7,82952.0,6,0.62,4,48,0,1,1,66,4,19,1.7,0
13229,41.0,Female,Germany,Support,Junior,6,56102.0,5,0.69,4,57,0,1,0,75,1,1,1.6,0
13230,42.0,Other,USA,Sales,Senior,15,113040.0,7,0.97,3,37,0,1,0,71,1,10,3.8,0
13231,23.0,Male,UK,Sales,Junior,14,,7,0.88,5,54,0,1,1,89,0,16,3.9,0
13232,47.0,Female,USA,HR,Lead,4,113276.0,5,0.94,1,40,0,1,0,0,1,24,2.4,0
13233,52.0,Female,USA,Sales,Senior,13,135670.0,7,0.77,5,47,0,0,0,74,2,28,3.6,0
13234,47.0,Other,Germany,HR,Junior,6,117104.0,5,0.5,2,56,1,1,0,25,2,11,1.3,0
13235,53.0,Other,India,Sales,Junior,7,41241.0,6,0.65,4,40,1,1,1,27,0,19,3.0,0
13236,31.0,Other,Canada,Sales,Junior,14,40610.0,8,0.43,1,42,1,1,0,66,3,17,3.7,1
13237,44.0,Female,Germany,HR,Mid,15,87049.0,7,0.66,3,51,0,0,0,54,1,5,1.4,0
13238,27.0,Other,Germany,Development,Senior,5,37897.0,7,0.42,3,39,1,0,0,92,0,20,3.6,1
13239,44.0,Female,Germany,Support,Lead,2,83768.0,4,0.97,5,42,0,1,0,78,1,16,2.2,1
13240,49.0,Male,Canada,HR,Senior,14,83798.0,8,0.55,4,41,1,1,0,33,3,3,4.3,0
13241,51.0,Female,UK,Development,Senior,15,146866.0,9,,3,54,1,0,0,6,2,25,3.2,0
13242,35.0,Female,Germany,Sales,Junior,4,123643.0,9,,2,41,1,0,0,72,0,5,3.9,0
13243,58.0,Male,UK,HR,Mid,17,53346.0,9,0.63,5,58,0,0,0,79,4,19,2.3,0
13244,53.0,Other,UK,Development,Lead,11,126608.0,5,0.98,4,51,0,1,1,28,3,2,2.6,0
13245,55.0,Other,USA,Development,Lead,8,101135.0,6,0.92,3,39,1,1,0,23,4,16,1.4,1
13246,43.0,Female,India,Support,Senior,1,120447.0,6,0.8,4,43,0,1,1,57,3,7,3.6,1
13247,52.0,Female,Canada,Sales,Lead,4,97707.0,3,0.88,1,53,0,0,0,98,4,25,2.3,0
13248,28.0,Male,India,Marketing,Lead,14,67564.0,4,0.75,5,35,1,0,0,30,0,26,3.2,0
13249,42.0,Other,UK,Development,Senior,17,50596.0,5,0.43,3,35,0,0,0,46,1,5,3.6,1
13250,37.0,Male,UK,HR,Senior,17,81025.0,1,0.78,4,52,0,0,1,29,0,5,4.6,1
13251,41.0,Female,Canada,Sales,Mid,4,55575.0,6,0.65,5,50,0,1,1,17,0,19,4.5,0
13252,40.0,Female,India,Marketing,Senior,0,105513.0,4,0.85,3,58,1,1,0,90,2,24,4.4,0
13253,53.0,Male,USA,Marketing,Senior,11,112380.0,8,0.55,4,38,0,1,1,8,3,21,4.5,0
13254,,Male,India,Marketing,Junior,2,132979.0,2,0.63,1,48,0,0,1,25,3,4,3.7,0
13255,26.0,Other,Germany,Development,Lead,18,113970.0,3,0.41,5,36,0,1,0,28,0,17,4.0,0
13256,32.0,Male,India,Support,Junior,1,54797.0,6,0.92,5,52,1,1,0,70,1,25,1.2,1
13257,36.0,Other,UK,Marketing,Mid,7,57186.0,7,0.68,2,38,0,1,1,93,4,15,2.5,0
13258,50.0,Other,Canada,Marketing,Senior,12,88713.0,5,0.7,5,51,0,0,1,5,0,25,4.5,0
13259,25.0,Male,Germany,HR,Mid,6,120951.0,2,0.83,1,55,1,0,1,77,1,15,1.9,0
13260,57.0,Male,UK,Marketing,Lead,19,141568.0,8,0.64,4,55,0,0,1,1,0,1,2.9,0
13261,44.0,Other,India,Sales,Junior,5,63929.0,1,0.69,1,51,1,0,0,59,3,2,1.7,0
13262,36.0,Male,Canada,Support,Lead,19,87927.0,7,0.41,2,37,0,0,0,58,0,29,3.7,1
13263,24.0,Other,Germany,Support,Junior,5,87648.0,8,0.74,3,40,1,1,0,20,0,5,2.6,0
13264,53.0,Other,India,Marketing,Lead,0,36675.0,9,0.99,3,56,0,1,1,12,0,2,3.7,0
13265,31.0,Female,Germany,Development,Mid,12,98055.0,1,0.4,4,56,1,0,1,16,3,1,4.8,0
13266,59.0,Other,USA,Development,Junior,14,50608.0,9,0.68,3,37,1,1,0,80,1,17,3.8,0
13267,43.0,Female,USA,Marketing,Senior,10,108392.0,1,0.99,1,36,1,0,1,91,4,24,4.8,1
